A,A_print,F,p_star,p_max,PPR,AI,zone,length_cm,width_cm,participant,side,footstep
64.75,132.25,661.95,102.23166023166024,408.0,3.9909358712893717,0.25263157894736843,forefoot,28.5,10.5,9,L,26
104.0,156.75,1127.75,108.4375,768.0,7.082420749279539,0.31561996779388085,heel,27.5,12.5,9,R,27
72.0,141.25,699.65,97.17361111111111,485.0,4.991066962052455,0.28500823723228996,forefoot,28.0,11.5,9,R,28
56.25,138.25,663.075,117.88000000000001,561.0,4.759077027485578,0.2607204116638079,forefoot,28.0,10.5,9,L,29
69.5,133.25,623.8000000000001,89.75539568345326,369.0,4.111173453029816,0.2552083333333333,heel,26.5,11.0,9,R,30
43.5,113.0,462.05,106.21839080459772,411.0,3.8693864300400382,0.2760511882998172,forefoot,29.0,10.0,9,L,31
59.0,145.0,844.2,143.0847457627119,562.0,3.927742241175076,0.27474402730375425,forefoot,28.0,10.5,9,R,32
72.25,153.25,963.0250000000001,133.2906574394464,816.0,6.121959450689233,0.2764612954186414,forefoot,28.5,11.5,9,R,34
64.75,143.0,822.475,127.02316602316604,582.0,4.58184139335542,0.2517482517482518,forefoot,27.5,10.5,9,L,35
64.25,144.75,612.475,95.32684824902725,396.0,4.154128739948569,0.305993690851735,heel,29.0,11.0,9,R,36
70.75,139.75,707.75,100.03533568904594,432.0,4.318474037442599,0.2339688041594454,heel,29.0,10.5,9,L,37
66.75,144.75,614.125,92.00374531835206,409.0,4.445471198860167,0.2543720190779014,forefoot,28.5,11.5,9,R,39
65.0,138.5,804.725,123.80384615384615,605.0,4.886762558638044,0.24584717607973422,forefoot,28.0,10.5,9,L,40
86.75,152.75,802.9000000000001,92.55331412103747,368.0,3.9760866857641046,0.25,heel,28.5,11.0,9,R,41
55.25,113.5,448.175,81.11764705882352,379.0,4.672226250906454,0.2533783783783784,heel,28.0,10.0,9,L,42
69.0,141.75,777.4250000000001,112.67028985507248,443.0,3.9318262211788912,0.24455611390284757,forefoot,29.5,11.0,9,R,43
67.75,148.5,865.35,127.72693726937271,563.0,4.407840758074767,0.2791461412151067,forefoot,29.5,10.5,9,R,45
73.5,139.0,883.7,120.23129251700682,618.0,5.140092791671381,0.24452554744525548,forefoot,28.5,10.0,9,L,46
55.25,123.75,575.4,104.14479638009048,476.0,4.570559610705597,0.23880597014925373,heel,28.0,11.0,9,R,47
83.25,136.75,717.5,86.18618618618618,305.0,3.5388501742160283,0.26252158894645944,heel,27.5,11.0,9,L,48
76.0,143.75,735.325,96.75328947368422,474.0,4.899058239553939,0.2724306688417618,forefoot,28.5,11.5,9,R,50
79.25,139.5,596.6,75.2807570977918,278.0,3.6928427757291313,0.2607260726072607,heel,28.0,11.5,9,L,51
60.25,141.25,652.45,108.29045643153528,560.0,5.171277492528163,0.2711038961038961,forefoot,28.0,12.0,9,R,52
45.5,112.0,383.57500000000005,84.30219780219781,569.0,6.749527471811249,0.24573378839590443,forefoot,28.5,11.5,9,L,53
73.0,140.5,675.35,92.51369863013699,329.0,3.5562301029096024,0.2875,heel,28.5,10.5,9,R,54
66.0,148.0,864.325,130.95833333333334,732.0,5.58956411072224,0.2756849315068493,forefoot,27.5,11.0,9,R,56
70.5,135.75,738.0500000000001,104.68794326241135,558.0,5.330126685183931,0.2664359861591695,forefoot,27.5,11.0,9,L,57
84.75,144.75,689.475,81.35398230088497,438.0,5.383879038398781,0.2909967845659164,heel,28.5,11.5,9,R,58
83.5,134.25,903.3000000000001,108.1796407185629,792.0,7.3211557622052466,0.28762541806020064,heel,28.0,10.5,9,L,59
68.5,136.75,1018.725,148.71897810218977,742.0,4.989275810449337,0.27490774907749077,forefoot,29.0,11.0,9,R,60
53.5,133.75,682.6,127.58878504672899,659.0,5.165030764723117,0.2859375,toes,29.5,11.0,9,L,63
63.5,137.25,547.3000000000001,86.18897637795277,337.0,3.9100127900602955,0.2727272727272727,heel,28.5,10.5,9,R,64
54.5,125.0,533.225,97.83944954128441,373.0,3.8123681372778844,0.27124773960216997,forefoot,28.0,11.0,9,L,65
58.75,141.75,644.0,109.61702127659574,559.0,5.09957298136646,0.2568659127625202,forefoot,28.5,11.5,9,R,66
87.0,145.0,819.6750000000001,94.21551724137932,386.0,4.096989660536188,0.2578616352201258,heel,28.5,10.5,9,L,67
83.0,154.5,901.5,108.6144578313253,568.0,5.229506378258458,0.2896440129449838,forefoot,27.5,12.0,9,R,68
72.5,124.5,511.32500000000005,70.52758620689654,207.0,2.9350217571994333,0.24912891986062718,heel,27.0,11.0,9,L,69
82.75,145.75,738.5500000000001,89.25075528700907,622.0,6.969128698124703,0.2924071082390953,heel,29.5,12.5,9,R,70
70.25,141.25,751.75,107.01067615658363,529.0,4.943431992018623,0.2637729549248748,forefoot,29.0,11.5,9,L,71
66.25,142.5,589.725,89.01509433962265,395.0,4.437449658739243,0.27741935483870966,forefoot,28.5,12.0,9,R,72
102.25,157.75,1174.775,114.89242053789732,648.0,5.640058734651316,0.2736,forefoot,28.5,12.5,9,L,73
71.5,131.5,607.475,84.96153846153847,395.0,4.649162516976007,0.26770293609671847,heel,27.5,11.5,9,L,74
65.0,143.25,674.2,103.72307692307693,497.0,4.7916048650252145,0.3270547945205479,forefoot,29.0,10.5,9,R,75
72.75,135.75,746.875,102.66323024054982,481.0,4.685221757322176,0.2852112676056338,heel,28.5,10.5,9,L,76
61.0,142.0,652.475,106.96311475409836,519.0,4.8521399287329015,0.2326388888888889,forefoot,29.5,10.5,9,R,77
64.0,116.25,963.25,150.5078125,856.0,5.687412405917467,0.3060796645702306,forefoot,24.0,9.5,10,L,0
60.0,105.75,994.6750000000001,165.7791666666667,477.0,2.8773217382562137,0.26458333333333334,forefoot,23.5,10.0,10,R,1
67.5,119.75,628.525,93.11481481481482,700.0,7.51760073187224,0.29116465863453816,heel,25.0,9.5,10,L,2
49.25,110.25,774.9250000000001,157.34517766497464,480.0,3.0506178017227468,0.2826552462526767,forefoot,24.0,10.0,10,R,3
81.25,114.0,647.975,79.75076923076924,346.0,4.338516146456267,0.28542914171656686,heel,24.0,10.0,10,L,4
56.0,117.0,831.625,148.50446428571428,716.0,4.821403877949797,0.2985971943887776,forefoot,24.0,9.5,10,R,6
77.25,113.0,774.1,100.20711974110033,766.0,7.644167420229944,0.2919254658385093,heel,24.5,9.5,10,L,7
50.25,110.0,688.4250000000001,137.00000000000003,626.0,4.569343065693429,0.2804123711340206,forefoot,24.0,10.0,10,R,8
47.25,103.0,507.25,107.35449735449734,378.0,3.5210448496796456,0.289532293986637,forefoot,24.0,9.5,10,L,9
62.25,110.75,840.0250000000001,134.94377510040164,354.0,2.623314782298145,0.30736842105263157,forefoot,24.0,9.0,10,R,10
64.0,118.75,732.0,114.375,595.0,5.202185792349726,0.28991596638655465,toes,23.5,9.5,10,L,11
62.0,113.5,938.125,151.31048387096774,1031.0,6.813804130579613,0.28159645232815966,forefoot,24.0,9.0,10,L,12
57.75,119.0,928.475,160.77489177489178,584.0,3.6324079808287784,0.2933070866141732,forefoot,24.5,11.0,10,R,13
84.25,124.0,746.5500000000001,88.6112759643917,528.0,5.958609604179224,0.28484848484848485,heel,25.0,9.5,10,L,14
62.25,112.75,684.7,109.99196787148597,383.0,3.4820724404848833,0.2742616033755274,forefoot,24.0,9.0,10,R,15
65.0,113.75,728.35,112.05384615384615,289.0,2.5791171826731656,0.2857142857142857,forefoot,25.0,9.0,10,L,16
72.25,118.0,1092.5,151.21107266435988,952.0,6.295835240274599,0.3018867924528302,forefoot,27.0,11.5,10,R,17
54.75,113.5,777.2750000000001,141.9680365296804,687.0,4.839117429481199,0.30991735537190085,forefoot,24.0,10.0,10,R,18
54.0,118.5,788.325,145.98611111111111,786.0,5.384073827418894,0.28239845261121854,forefoot,24.5,10.0,10,L,19
49.5,113.5,729.25,147.3232323232323,625.0,4.242372300308537,0.26666666666666666,forefoot,24.5,10.0,10,R,20
47.25,109.0,496.70000000000005,105.12169312169313,343.0,3.2628850412723978,0.28205128205128205,forefoot,24.5,9.5,10,L,21
64.5,123.0,908.725,140.88759689922483,544.0,3.8612341467440636,0.29435483870967744,toes,24.0,10.5,10,R,22
71.75,119.5,724.075,100.91637630662022,344.0,3.4087629043952625,0.282,midfoot,24.0,10.0,10,L,23
59.75,114.0,809.85,135.53974895397488,533.0,3.9324257578563935,0.27876106194690264,forefoot,24.0,9.0,10,R,24
57.5,114.25,734.1750000000001,127.68260869565219,635.0,4.973269315898797,0.2924731182795699,forefoot,24.0,9.0,10,L,25
52.25,116.5,711.9250000000001,136.25358851674645,902.0,6.6200091301752275,0.2903225806451613,forefoot,25.0,9.5,10,R,26
70.0,118.0,913.575,130.5107142857143,440.0,3.371370713953424,0.27479338842975204,forefoot,25.0,10.5,10,L,27
68.75,109.75,611.9250000000001,89.00727272727273,459.0,5.156881970829758,0.28542094455852157,heel,24.5,9.5,10,R,28
61.0,110.5,724.2750000000001,118.73360655737706,376.0,3.166752959856408,0.2682926829268293,forefoot,23.5,9.5,10,R,30
66.5,113.5,730.375,109.83082706766918,399.0,3.6328598322779393,0.3006134969325153,forefoot,24.5,10.5,10,L,31
78.75,112.0,689.9250000000001,87.60952380952382,441.0,5.033699315142949,0.27647058823529413,heel,24.5,9.5,10,R,32
63.75,110.25,581.825,91.26666666666668,252.0,2.7611395178962743,0.28781512605042014,forefoot,24.5,9.0,10,L,33
54.25,110.75,689.2,127.0414746543779,469.0,3.6917077771329074,0.2875,forefoot,24.5,9.5,10,R,34
80.5,111.25,635.825,78.98447204968944,397.0,5.02630440765934,0.30919765166340507,heel,26.0,10.0,10,L,35
61.0,114.75,760.35,124.64754098360655,415.0,3.329387781942527,0.28077753779697623,toes,23.5,9.0,10,R,36
62.25,115.5,754.7,121.23694779116467,569.0,4.6932887239962895,0.3,forefoot,24.0,9.5,10,L,37
53.0,111.75,818.25,154.38679245283018,985.0,6.380079437824626,0.27139874739039666,forefoot,24.5,11.0,10,R,38
69.75,122.75,921.225,132.07526881720432,591.0,4.474721159325897,0.2868217054263566,toes,25.0,9.5,10,L,39
53.25,108.25,677.5500000000001,127.23943661971833,498.0,3.9138808943989365,0.2865979381443299,forefoot,24.5,10.5,10,R,40
51.5,113.25,637.9250000000001,123.86893203883496,495.0,3.996159423129678,0.2946236559139785,forefoot,24.0,9.0,10,L,42
60.25,118.0,853.25,141.6182572614108,648.0,4.57568121886903,0.29835390946502055,toes,24.0,10.0,10,R,43
61.0,112.25,872.125,142.97131147540983,550.0,3.8469256127275333,0.27455357142857145,forefoot,23.5,10.0,10,L,44
85.25,117.25,700.6750000000001,82.19061583577714,358.0,4.3557284047525595,0.28842105263157897,heel,24.0,9.5,10,L,46
77.25,108.75,707.9,91.63754045307442,662.0,7.224113575363753,0.2946058091286307,heel,24.5,9.5,10,R,47
55.75,110.5,829.5500000000001,148.79820627802692,619.0,4.1599963835814595,0.2929936305732484,forefoot,24.5,10.0,10,R,48
61.0,112.0,673.325,110.38114754098362,366.0,3.3157836111833063,0.26304347826086955,forefoot,23.5,10.0,10,L,49
46.5,111.25,728.725,156.71505376344086,887.0,5.659954029297746,0.2878464818763326,forefoot,25.5,9.5,10,R,50
53.0,103.5,637.75,120.33018867924528,658.0,5.468286946295571,0.2826086956521739,forefoot,24.0,9.0,10,L,51
78.0,114.75,638.725,81.88782051282051,585.0,7.14391952718306,0.2845691382765531,heel,24.5,9.5,10,R,52
65.75,113.0,666.0,101.29277566539923,413.0,4.07728978978979,0.28817204301075267,toes,24.0,9.5,10,L,54
83.25,117.75,832.1500000000001,99.95795795795796,983.0,9.834134470948747,0.29958677685950413,heel,24.0,10.5,10,R,55
81.0,112.5,819.075,101.12037037037038,483.0,4.776485669810456,0.29535864978902954,heel,25.0,9.5,10,L,56
61.0,113.75,875.9250000000001,143.594262295082,625.0,4.352541598881182,0.29545454545454547,forefoot,25.0,9.5,10,R,57
66.75,115.75,670.975,100.52059925093633,360.0,3.5813554901449383,0.2786177105831533,forefoot,24.5,9.0,10,L,58
82.0,108.25,766.95,93.53048780487805,435.0,4.65088988851946,0.2665330661322645,heel,25.0,9.5,10,R,59
65.25,120.0,902.475,138.3103448275862,636.0,4.598354525056096,0.29132231404958675,forefoot,24.0,10.0,10,R,60
66.25,117.75,786.1750000000001,118.6679245283019,557.0,4.693770470951124,0.29273504273504275,forefoot,24.0,9.0,10,L,61
54.75,113.5,746.575,136.36073059360731,534.0,3.9160834477447004,0.2838983050847458,forefoot,25.0,9.5,10,R,62
68.25,116.75,827.4250000000001,121.23443223443225,361.0,2.977701906517207,0.2903885480572597,forefoot,25.0,10.5,10,L,63
53.25,109.25,640.575,120.29577464788733,496.0,4.123170588924014,0.2917547568710359,toes,23.5,10.0,10,R,64
77.25,111.5,741.5,95.98705501618123,646.0,6.730074173971679,0.2955032119914347,heel,23.5,9.5,10,R,66
64.75,113.0,724.1500000000001,111.83783783783785,429.0,3.8359110681488637,0.28870292887029286,forefoot,24.5,10.0,10,L,67
55.5,110.5,680.125,122.54504504504504,469.0,3.8271641242418672,0.28991596638655465,forefoot,24.0,10.0,10,R,68
57.75,107.5,517.25,89.56709956709958,357.0,3.985838569357177,0.2872340425531915,toes,24.0,9.0,10,L,69
60.0,114.0,681.2,113.53333333333335,487.0,4.28948913681738,0.2836734693877551,forefoot,24.5,10.0,10,R,70
81.5,109.25,670.25,82.239263803681,324.0,3.9397239835882125,0.3057324840764331,heel,24.0,9.0,10,L,71
64.75,118.0,941.0250000000001,145.33204633204636,548.0,3.7706755931032645,0.2985971943887776,forefoot,23.0,9.5,10,R,72
74.25,107.25,717.0250000000001,96.56902356902359,550.0,5.695408109898538,0.27876106194690264,heel,23.5,9.5,10,L,73
60.0,104.0,791.575,131.92916666666665,555.0,4.206802892966555,0.26222222222222225,forefoot,24.5,10.5,10,R,74
70.5,119.75,887.3000000000001,125.8581560283688,884.0,7.023780006762087,0.2823061630218688,toes,24.5,10.0,10,L,75
75.5,109.75,600.1750000000001,79.49337748344372,443.0,5.572791269213145,0.29713114754098363,heel,24.5,9.5,10,R,76
61.25,107.25,638.75,104.28571428571428,384.0,3.6821917808219182,0.30851063829787234,forefoot,24.0,9.0,10,L,78
84.5,115.5,800.7750000000001,94.76627218934912,562.0,5.930379944428834,0.2727272727272727,heel,24.0,11.0,10,R,79
85.75,120.5,841.6500000000001,98.15160349854229,590.0,6.011109130873878,0.2891566265060241,heel,25.0,9.0,10,L,80
58.25,115.25,933.9250000000001,160.3304721030043,681.0,4.247477045801323,0.2710084033613445,forefoot,24.0,12.0,10,R,81
85.5,115.0,677.025,79.18421052631578,276.0,3.4855433698903293,0.2795918367346939,heel,25.0,9.5,10,L,82
84.75,106.0,723.8000000000001,85.40412979351034,430.0,5.034885327438518,0.31106471816283926,heel,25.0,10.0,10,R,83
64.5,111.25,867.25,134.45736434108528,505.0,3.75583741712309,0.2608695652173913,forefoot,23.0,9.5,10,R,84
65.0,112.5,727.9250000000001,111.98846153846156,798.0,7.125734107222583,0.26849894291754756,toes,23.0,9.0,10,L,85
66.25,120.0,778.125,117.45283018867924,480.0,4.086746987951807,0.3136094674556213,forefoot,24.5,9.5,10,R,86
72.75,118.25,930.2750000000001,127.87285223367698,430.0,3.362715326113246,0.2959830866807611,forefoot,24.5,9.5,10,L,87
71.5,115.0,690.4,96.55944055944056,764.0,7.912224797219004,0.30019880715705766,heel,24.5,10.0,10,R,88
56.25,99.75,702.725,124.92888888888889,402.0,3.2178305880678786,0.28227571115973743,midfoot,24.5,9.5,10,R,90
64.75,111.25,684.625,105.73359073359075,415.0,3.924958919116304,0.29894736842105263,forefoot,24.0,9.0,10,L,91
43.0,100.25,657.5,152.90697674418604,1097.0,7.174296577946769,0.2749445676274945,forefoot,24.5,9.0,10,R,92
59.25,106.75,521.5500000000001,88.02531645569621,350.0,3.976128846706931,0.28322440087145967,toes,24.0,10.0,10,L,93
60.25,106.25,561.625,93.21576763485477,237.0,2.542488315156911,0.27505827505827507,forefoot,23.5,9.0,10,R,94
78.0,108.0,649.825,83.31089743589745,407.0,4.885315277190013,0.3033932135728543,heel,24.5,11.0,10,L,95
80.5,123.75,877.8000000000001,109.04347826086958,487.0,4.466108452950558,0.1746987951807229,heel,28.5,10.5,11,R,1
72.25,139.25,1285.575,177.93425605536333,916.0,5.1479688077319485,0.22286821705426357,toes,31.0,10.0,11,L,2
61.0,123.25,621.15,101.827868852459,388.0,3.810351766884006,0.244122965641953,forefoot,29.0,10.0,11,L,3
71.75,125.75,818.9000000000001,114.13240418118468,458.0,4.012883135914031,0.19557195571955718,toes,28.5,10.5,11,R,4
83.5,141.5,1089.2250000000001,130.44610778443115,646.0,4.952236682044573,0.23693379790940766,heel,28.5,11.0,11,L,5
77.0,143.25,1065.8,138.4155844155844,652.0,4.710452242446989,0.21731448763250882,forefoot,28.0,11.5,11,R,6
74.0,123.0,702.275,94.90202702702703,424.0,4.467765476487131,0.2033898305084746,heel,29.0,10.5,11,L,7
78.75,125.25,762.575,96.83492063492064,440.0,4.543815362423368,0.23716814159292035,heel,28.0,11.0,11,R,8
77.75,137.25,955.1750000000001,122.85209003215436,516.0,4.200172743214593,0.2620320855614973,heel,28.5,10.0,11,L,9
66.25,127.5,902.875,136.2830188679245,851.0,6.244358299875399,0.2167577413479053,forefoot,28.0,10.5,11,R,10
72.0,129.0,1116.875,155.12152777777777,735.0,4.738220481253498,0.23333333333333334,heel,28.5,10.0,11,L,11
76.5,118.75,810.875,105.9967320261438,572.0,5.396392785571142,0.22823984526112184,heel,28.0,11.0,11,R,12
72.75,133.25,841.5500000000001,115.67697594501719,479.0,4.14084130473531,0.259927797833935,heel,28.5,10.5,11,L,13
77.75,116.25,1174.825,151.10289389067523,752.0,4.976741216776967,0.17436974789915966,heel,28.0,11.0,11,R,14
59.75,115.75,613.1,102.61087866108787,351.0,3.4206899363888437,0.20527306967984935,heel,27.5,10.5,11,R,15
65.5,132.75,858.45,131.06106870229007,544.0,4.150736793057255,0.2581227436823105,forefoot,29.0,9.5,11,L,16
70.5,131.25,845.5250000000001,119.93262411347519,473.0,3.9438810206676322,0.23508771929824562,heel,28.5,10.5,11,R,17
59.25,122.5,676.4,114.1603375527426,409.0,3.582680366646955,0.2119460500963391,heel,29.0,10.0,11,L,18
77.75,120.5,740.1750000000001,95.1993569131833,490.0,5.147093592731448,0.2184557438794727,heel,28.0,10.5,11,R,19
85.25,132.0,1071.025,125.63343108504401,537.0,4.274340001400526,0.22752293577981653,heel,29.0,10.0,11,L,20
73.75,138.5,1045.575,141.7728813559322,712.0,5.022117016952394,0.2555147058823529,forefoot,28.5,10.5,11,L,21
74.5,122.25,959.5,128.79194630872482,804.0,6.242626367899948,0.18216318785578747,heel,27.0,11.0,11,R,22
66.0,120.0,928.7750000000001,140.72348484848487,865.0,6.146806277085407,0.21696252465483234,heel,29.0,10.0,11,L,23
79.0,123.0,1039.275,131.55379746835442,577.0,4.386038344037911,0.16129032258064516,heel,28.5,10.5,11,R,24
76.0,132.25,1043.275,137.2730263157895,512.0,3.7297931993002793,0.22090729783037474,forefoot,30.0,9.5,11,L,25
67.0,119.25,804.0250000000001,120.00373134328359,883.0,7.35810453655048,0.2046783625730994,forefoot,29.0,10.5,11,R,28
70.25,130.25,939.5,133.73665480427044,552.0,4.127514635444386,0.22905027932960895,forefoot,30.0,10.0,11,L,29
56.0,117.5,635.2,113.42857142857143,512.0,4.513853904282116,0.2410358565737052,heel,28.5,10.0,11,R,30
89.75,129.5,925.475,103.11699164345404,496.0,4.810070504335611,0.2427536231884058,heel,29.5,9.5,11,L,31
88.0,126.75,938.1500000000001,106.60795454545455,487.0,4.568139423333156,0.26220614828209765,heel,28.5,11.0,11,R,32
78.0,121.25,905.075,116.03525641025642,469.0,4.041874982736237,0.21850393700787402,heel,26.5,11.0,11,R,33
76.0,132.75,960.1750000000001,126.3388157894737,575.0,4.551253677715,0.2357563850687623,forefoot,29.5,10.5,11,R,35
63.75,128.0,838.375,131.50980392156865,486.0,3.695541971074996,0.22692307692307692,forefoot,29.5,10.0,11,L,36
74.75,118.25,678.25,90.73578595317726,394.0,4.342277921120531,0.2390057361376673,heel,27.5,10.5,11,R,37
84.75,134.75,1090.0,128.61356932153393,597.0,4.641811926605504,0.24390243902439024,heel,28.5,10.5,11,L,38
64.5,117.75,718.6,111.4108527131783,587.0,5.268786529362649,0.22058823529411764,heel,28.0,10.5,11,R,40
83.0,138.75,1046.425,126.07530120481928,454.0,3.6010225290871296,0.2463768115942029,forefoot,29.5,10.5,11,L,41
51.75,117.25,609.725,117.82125603864735,525.0,4.455902251014802,0.21301775147928995,heel,27.5,10.0,11,R,42
83.0,130.75,900.375,108.4789156626506,515.0,4.747466333472164,0.2618595825426945,heel,27.5,9.5,11,L,43
80.75,131.25,879.2,108.87925696594426,465.0,4.270785941765242,0.2572463768115942,toes,29.0,11.0,11,R,44
62.75,129.5,774.5500000000001,123.43426294820718,439.0,3.5565489639145307,0.17543859649122806,forefoot,27.5,10.5,11,R,45
59.0,123.0,980.5250000000001,166.1906779661017,548.0,3.297417199969404,0.2028985507246377,toes,29.0,9.5,11,L,46
63.25,117.0,893.9250000000001,141.33201581027672,583.0,4.125038454009005,0.17755102040816326,heel,29.0,10.5,11,R,47
64.5,122.75,693.775,107.56201550387597,471.0,4.37886922993766,0.2172211350293542,heel,30.0,10.5,11,L,48
78.75,135.25,1129.9,143.4793650793651,937.0,6.530555801398353,0.3192868719611021,heel,31.5,11.0,11,R,49
58.0,118.0,576.075,99.32327586206898,346.0,3.483574187388794,0.2653061224489796,heel,29.0,10.0,11,L,50
78.0,128.0,884.2750000000001,113.36858974358977,725.0,6.395069407141443,0.24954128440366974,heel,27.5,11.5,11,R,51
74.25,135.75,1029.875,138.7037037037037,754.0,5.436048064085448,0.2354948805460751,heel,28.0,11.0,11,L,52
71.5,132.0,950.6,132.95104895104896,853.0,6.415895224069009,0.21364452423698385,forefoot,29.5,13.0,11,R,53
72.25,121.25,686.65,95.03806228373703,357.0,3.756389718197043,0.22306238185255198,heel,28.5,10.0,11,L,54
79.75,123.75,851.6,106.78369905956114,507.0,4.747915688116486,0.21960072595281308,heel,28.5,10.5,11,R,55
49.0,122.0,646.225,131.8826530612245,459.0,3.4803667453286393,0.23486238532110093,heel,28.5,11.0,11,R,57
78.25,132.0,1014.6750000000001,129.6709265175719,901.0,6.948357848572202,0.22321428571428573,heel,29.0,10.0,11,L,58
66.0,122.5,771.0,116.81818181818183,614.0,5.256031128404669,0.21052631578947367,forefoot,28.5,10.5,11,R,59
77.5,130.75,854.5500000000001,110.26451612903227,777.0,7.046691241004036,0.2356115107913669,heel,28.5,10.5,11,L,60
88.75,135.25,1158.525,130.53802816901413,742.0,5.684167367989468,0.24725274725274726,heel,28.0,11.0,11,R,61
68.0,121.75,759.3000000000001,111.66176470588236,589.0,5.274858422231002,0.23954372623574144,forefoot,27.5,10.5,11,R,62
61.0,121.25,824.3000000000001,135.1311475409836,576.0,4.26252577944923,0.212,toes,29.5,9.5,11,L,63
63.75,121.25,707.375,110.9607843137255,472.0,4.253755080402898,0.232421875,heel,28.5,10.0,11,R,64
63.75,122.75,763.35,119.74117647058826,437.0,3.649538219689526,0.15,forefoot,31.0,10.0,11,L,65
97.5,132.75,1047.4,107.42564102564103,520.0,4.8405575711285085,0.2641843971631206,heel,28.5,10.5,11,R,66
52.5,128.5,878.375,167.3095238095238,600.0,3.5861676391063044,0.20754716981132076,heel,28.5,11.0,11,R,67
68.75,126.25,821.2750000000001,119.45818181818184,432.0,3.6163282700678816,0.23048327137546468,forefoot,28.5,10.0,11,L,68
70.0,129.75,746.9000000000001,106.70000000000002,815.0,7.638238050609184,0.209009009009009,forefoot,28.0,10.5,11,R,69
82.25,145.5,1037.625,126.1550151975684,657.0,5.207878568847126,0.24083769633507854,forefoot,28.5,10.5,11,L,70
68.0,117.75,679.4250000000001,99.91544117647061,394.0,3.943334437207932,0.22490706319702602,heel,29.0,11.5,11,R,71
96.75,147.0,1137.075,117.52713178294574,570.0,4.849943935096629,0.2606473594548552,heel,28.0,10.5,11,L,72
75.25,126.25,885.5250000000001,117.67774086378739,523.0,4.444340927698257,0.22962962962962963,forefoot,28.0,11.0,11,R,74
77.5,140.75,1002.325,129.33225806451614,482.0,3.7268351083730322,0.2712765957446808,forefoot,29.0,11.5,11,L,75
63.5,121.75,653.9250000000001,102.98031496062994,446.0,4.330924800244675,0.20404040404040405,forefoot,28.0,10.0,11,R,76
80.0,130.25,788.875,98.609375,423.0,4.28965298684836,0.24314442413162707,heel,29.0,10.0,11,L,77
76.75,125.25,804.7,104.84690553745929,435.0,4.148906424754567,0.2429078014184397,heel,29.5,11.0,11,R,78
69.25,125.0,861.725,124.43682310469315,552.0,4.4359859583974,0.23416506717850288,forefoot,27.0,10.0,11,R,79
67.0,126.5,806.35,120.35074626865672,494.0,4.104669188317728,0.24055666003976142,heel,29.0,9.5,11,L,80
76.25,115.25,879.0500000000001,115.28524590163936,660.0,5.724930322507252,0.16916488222698073,heel,29.5,10.5,11,R,81
62.5,118.0,728.35,116.536,615.0,5.277339191322853,0.232,heel,30.5,10.0,11,L,82
87.5,141.5,1329.775,151.9742857142857,880.0,5.790453272170104,0.26229508196721313,heel,29.5,10.5,11,R,83
62.75,122.75,682.475,108.7609561752988,503.0,4.624821422030111,0.251865671641791,forefoot,28.5,10.5,11,L,84
73.75,130.75,847.375,114.89830508474576,480.0,4.17760731671338,0.22182468694096602,heel,28.0,11.0,11,R,85
73.25,132.75,840.35,114.72354948805462,578.0,5.038198369726899,0.26444833625218916,heel,32.5,10.0,11,L,86
88.5,133.0,1183.3500000000001,133.71186440677968,764.0,5.713778679173532,0.23381294964028776,heel,27.5,11.5,11,R,87
73.0,131.0,718.1500000000001,98.37671232876714,409.0,4.157487989974238,0.2326454033771107,heel,29.5,9.5,11,L,88
74.0,119.25,843.0500000000001,113.92567567567568,538.0,4.722377083209774,0.22264150943396227,heel,27.5,11.0,11,R,89
63.5,126.25,727.85,114.6220472440945,821.0,7.162670879989008,0.24564796905222436,forefoot,27.5,10.5,11,R,90
68.0,126.75,820.3000000000001,120.63235294117649,408.0,3.3821772522247953,0.23846153846153847,forefoot,28.0,10.0,11,L,91
67.75,122.5,806.075,118.97785977859779,574.0,4.824427007412462,0.23404255319148937,heel,28.5,10.5,11,R,92
81.5,130.75,1057.65,129.77300613496934,643.0,4.954805464945871,0.26151012891344383,heel,29.0,11.0,11,L,93
73.0,124.25,876.725,120.09931506849314,677.0,5.637001340215005,0.208,toes,29.0,10.0,11,R,94
54.5,127.25,668.2,122.60550458715598,392.0,3.1972463334331036,0.22340425531914893,heel,28.5,10.0,11,L,96
70.0,120.75,883.0500000000001,126.15,851.0,6.7459373761395165,0.22762645914396887,heel,28.0,10.5,11,R,97
37.75,86.0,470.57500000000005,124.65562913907286,385.0,3.088508739308293,0.1897018970189702,forefoot,23.5,8.5,12,R,0
38.75,75.25,474.90000000000003,122.55483870967743,444.0,3.6228679722046744,0.12941176470588237,forefoot,23.5,9.5,12,L,1
50.25,82.25,487.5,97.01492537313433,456.0,4.7003076923076925,0.18882978723404256,heel,25.0,8.5,12,R,2
56.0,81.0,595.1750000000001,106.28125000000001,534.0,5.0244045868862095,0.16272965879265092,heel,23.5,9.0,12,L,3
41.75,71.25,364.925,87.40718562874252,389.0,4.450435020894704,0.184,heel,24.5,8.5,12,R,4
37.0,71.25,396.45000000000005,107.14864864864866,370.0,3.453146676756211,0.17886178861788618,forefoot,23.5,9.0,12,R,6
46.25,73.25,426.975,92.31891891891894,504.0,5.459336026699455,0.16712328767123288,heel,24.0,9.0,12,L,7
35.25,76.5,392.675,111.39716312056737,346.0,3.1060036926211243,0.1942257217847769,forefoot,24.5,9.0,12,R,8
