A,A_print,F,p_star,p_max,PPR,AI,zone,length_cm,width_cm,participant,side,footstep
53.0,112.0,701.025,132.26886792452828,599.0,4.5286544702400064,0.20495495495495494,heel,27.5,9.5,1,L,55
45.0,87.5,460.45000000000005,102.32222222222224,464.0,4.534694320773156,0.10784313725490197,toes,26.5,10.0,1,R,56
44.75,88.0,460.8,102.97206703910616,338.0,3.2824435763888884,0.09762532981530343,toes,27.0,9.0,1,L,57
45.25,89.5,357.625,79.03314917127071,526.0,6.655435162530584,0.21029082774049218,toes,27.5,9.0,1,R,58
48.5,95.5,401.55,82.79381443298969,247.0,2.983314655709127,0.18457943925233644,forefoot,28.5,10.0,1,L,59
46.5,111.0,557.85,119.96774193548387,471.0,3.9260553912342027,0.222007722007722,heel,28.5,10.0,1,R,60
49.0,118.75,643.475,131.32142857142858,465.0,3.5409301060647262,0.20119521912350596,heel,28.0,11.0,1,R,61
44.75,108.5,476.95000000000005,106.58100558659218,446.0,4.1846105461788445,0.21748400852878466,forefoot,27.0,9.5,1,L,62
45.0,99.0,372.02500000000003,82.67222222222223,449.0,5.431086620522814,0.16777041942604856,heel,28.0,9.5,1,R,63
46.75,104.0,521.9,111.63636363636361,389.0,3.4845276872964175,0.18681318681318682,heel,27.0,9.5,1,L,64
44.5,97.5,401.0,90.1123595505618,462.0,5.126932668329177,0.2229580573951435,toes,27.0,10.0,1,R,66
41.5,101.5,483.375,116.47590361445783,404.0,3.4685285751228343,0.23504273504273504,heel,26.5,9.5,1,L,67
50.0,112.75,456.25,91.25,415.0,4.5479452054794525,0.25933609958506226,toes,28.5,9.5,1,R,68
44.75,106.0,458.75,102.51396648044694,316.0,3.0825068119891004,0.2409090909090909,forefoot,28.0,9.5,1,L,69
59.0,97.25,446.625,75.69915254237289,261.0,3.447858942065491,0.17943107221006566,heel,28.0,9.5,1,R,70
39.25,112.25,591.275,150.64331210191082,542.0,3.597902837089341,0.23333333333333334,heel,28.0,10.5,1,R,71
46.5,104.5,535.25,115.10752688172043,403.0,3.5010742643624475,0.24145299145299146,forefoot,26.5,9.0,1,L,72
36.0,87.25,316.825,88.00694444444444,469.0,5.329124911228596,0.16790123456790124,heel,28.0,10.0,1,R,73
42.25,96.25,372.925,88.26627218934912,317.0,3.5914057786418176,0.20175438596491227,forefoot,27.5,9.5,1,L,74
50.25,109.0,470.0,93.53233830845771,523.0,5.591648936170213,0.22244897959183674,toes,27.5,10.5,1,R,76
40.25,104.25,439.57500000000005,109.21118012422362,353.0,3.2322698060626736,0.23799582463465555,forefoot,26.5,9.0,1,L,77
41.5,103.75,427.6,103.03614457831326,393.0,3.8141955098222637,0.2443064182194617,heel,28.5,9.0,1,R,78
50.5,106.0,453.175,89.73762376237624,326.0,3.6328129309869253,0.19489559164733178,forefoot,28.5,9.0,1,L,79
51.0,110.5,403.675,79.15196078431372,347.0,4.383972254908033,0.22384937238493724,heel,27.5,10.5,1,R,80
52.5,115.0,560.15,106.69523809523808,392.0,3.674015888601268,0.23809523809523808,heel,26.5,9.5,1,R,81
42.0,106.0,494.55,117.75000000000001,481.0,4.0849256900212305,0.2569444444444444,forefoot,28.0,9.0,1,L,82
45.75,88.75,347.425,75.93989071038251,415.0,5.464848528459379,0.13394919168591224,toes,27.5,10.5,1,R,83
